,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct
4914,Emory University,"Population biology, ecology, and evolution",1.33,2017-2018,3rd,,3,2017,31000,31000,0,0,31000,"Population biology, ecology, and evolution",Other,low,0,0
4915,Emory University,"Population biology, ecology, and evolution",0.13,2017-2018,3rd,,3,2017,3100,3100,0,0,3100,"Population biology, ecology, and evolution",Other,low,0,0
4917,Boise State University (BSU),"Ecology, Evolution, & Behavior",1.27,2017-2018,1st,,1,2017,25000,25000,0,0,25000,"Ecology, Evolution, & Behavior",Other,low,0,0
4918,California Institute of Technology (Caltech),Bioengineering,1.31,2016-2017,1st,,1,2016,34000,34000,0,0,34000,Engineering,Engineering,low,0,0
4919,University of California - Davis (UCD),Population Biology,1.0,2017-2018,1st,,1,2017,24000,24000,0,0,24000,Population Biology,Other,low,0,0
4920,University of Oregon (UO),Biology,1.27,2017-2018,1st,,1,2017,26550,26550,0,0,26550,Biology,Biology,low,0,0
4921,Indiana University,Biology,1.16,2017-2018,1st,,1,2017,25000,25000,0,0,25000,Biology,Biology,low,0,0
4924,Emory University,Neuroscience,1.25,2016-2017,5th,,5,2016,29000,29500,0,0,29500,Medical,Medical,low,500,500
4925,Stanford University (SU),Economics,1.34,2016-2017,1st,,1,2016,38600,38600,0,0,38600,BusinessAndManagement,BusinessAndManagement,low,0,0
4929,University of Kentucky (UK),Biology,1.04,2016-2017,3rd,,3,2016,21325,0,21500,0,21500,Biology,Biology,high,175,175
4930,University of Illinois - Urbana- Champaign (UIUC),Art History,0.72,2017-2018,2nd,TA Appointment,2,2017,15780,0,16380,0,16380,ArtsAndTheology,ArtsAndTheology,high,600,600
4931,University of Illinois - Urbana- Champaign (UIUC),Art History,0.65,2017-2018,1st,Fellowship,1,2017,14400,0,15000,0,15000,ArtsAndTheology,ArtsAndTheology,high,600,600
4933,University of California - Berkeley,MCB,1.26,2017-2018,2nd,,2,2017,35000,35000,0,0,35000,MCB,Other,low,0,0
4934,Syracuse University,Mathematics,1.01,2017-2018,5th,,5,2017,21500,0,21500,0,21500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
4935,Syracuse University,Mathematics,0.94,2017-2018,3rd,,3,2017,20000,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
4936,Syracuse University,Mathematics,0.87,2017-2018,1st,,1,2017,18500,0,18500,0,18500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
4937,Ohio State University (OSU),Electrical and Computer Engineering,0.08,2017-2018,5th,,5,2017,1675,0,1775,0,1775,Engineering,Engineering,low,100,100
4938,Yale University (YU),Immunobiology,1.42,2017-2018,1st,Free health insurance but it only covers treatment through Yale Health and getting an appointment for anything can take over a month. ,1,2017,35150,35150,0,0,35150,Immunobiology,Other,low,0,0
4939,University of California - Berkeley,Helen Wills Neuroscience,1.3,2017-2018,3rd,,3,2017,36000,36000,0,0,36000,Helen Wills Neuroscience,Other,low,0,0
4940,University of Arkansas - Fayetteville,Biology,0.9,2015-2016,2nd,,2,2015,18000,0,18000,0,18000,Biology,Biology,high,0,0
4941,Oregon State University (OSU),Biochemistry and biophysics,1.14,2016-2017,3rd,,3,2016,23850,24000,0,0,24000,Biochemistry and biophysics,Other,low,150,150
4942,Clemson University (CU),Human Centered Computing,1.01,2017-2018,2nd,,2,2017,21000,24000,0,0,24000,Human Centered Computing,Other,low,3000,3000
4943,University of Florida (UF),Mechanical engineering,1.33,2016-2017,1st,,1,2016,30200,32000,0,0,32000,Engineering,Engineering,low,1800,1800
4944,University of Wisconsin - Madison (UW),Microbiology Doctoral Training Program,1.18,2017-2018,1st,,1,2017,27000,27000,0,0,27000,Microbiology Doctoral Training Program,Other,low,0,0
4945,Boston University (BU),Earth & Environment,1.07,2016-2017,4th,All fees covered. Includes basic health insurance.,4,2016,30750,30750,0,0,30750,Earth & Environment,Other,low,0,0
4946,North Dakota State University (NDSU),Genomics and Bioinformatics,0.96,2017-2018,3rd,,3,2017,18325,19000,0,0,19000,Genomics and Bioinformatics,Other,low,675,675
4948,Colorado State University (CSU),"Fish, Wildlife, and Conservation Biology",0.95,2017-2018,3rd,,3,2017,21232,23232,0,0,23232,"Fish, Wildlife, and Conservation Biology",Other,low,2000,2000
4951,North Carolina State University (NCSU),"Marine, Earth, and Atmospheric Sciences",1.03,2017-2018,2nd,,2,2017,23500,26000,0,0,26000,"Marine, Earth, and Atmospheric Sciences",Other,low,2500,2500
4952,Georgia Institute of Technology (Georgia Tech),Physics,0.95,2017-2018,5th,"Pay is the same regardless of time spent in program. We just had a small pay bump about a year ago of $1000. Parking pass is an extra $800 per year.
",5,2017,22068,25068,0,0,25068,PhysicsAndAstronomy,PhysicsAndAstronomy,low,3000,3000
4953,Princeton University,French and Italian,0.87,2016-2017,6th and up,On a special fellowship ,6,2016,22000,0,22000,0,22000,French and Italian,Other,high,0,0
4954,Georgia Institute of Technology (Georgia Tech),Electrical engineering,0.97,2016-2017,4th,"GRA:27000 (research assistant)
TA: 16692 (TA 1/3rd mostly all the TAs)
          23760 (TA 50% if you handle two classes)",4,2016,22500,27000,0,0,27000,Electrical engineering,Other,low,4500,4500
4956,Harvard University (HU),School of Engineering and Applied Sciences,1.07,2016-2017,1st,,1,2016,30550,33000,0,0,33000,School of Engineering and Applied Sciences,Other,low,2450,2450
4958,Stony Brook University - SUNY,Physics,0.93,2016-2017,4th,Received $1200 tax refund,4,2016,25900,27500,0,0,27500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1600,1600
4959,Ohio University (OU),MSES,0.57,2017-2018,2nd,,2,2017,12000,0,10000,2000,12000,MSES,Other,high,0,0
4962,SUNY College of Environmental Science and Forestry,EFB,1.45,2016-2017,4th,,4,2016,30900,32000,0,0,32000,EFB,Other,low,1100,1100
4963,University of Massachusetts - Boston (UMB),Chemistry,0.8,2015-2016,1st,,1,2015,23000,0,17000,8000,25000,Chemistry,Chemistry,high,2000,2000
4965,Indiana University,Curriculum & Instruction,0.63,2017-2018,2nd,,2,2017,13500,0,16000,0,16000,Curriculum & Instruction,Other,high,2500,2500
4966,University of Pennsylvania,Mechanical Engineering and Applied Mechanics,1.37,2017-2018,2nd,,2,2017,33000,33000,0,0,33000,Mechanical Engineering and Applied Mechanics,Other,low,0,0
4967,Harvard University (HU),Biostatistics,1.26,2017-2018,1st,34632 yearly stipend + 1500 first year startup stipend,1,2017,36000,36000,0,0,36000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0
4968,University of Tennessee - Knoxville,Microbiology ,0.94,2017-2018,2nd,"Half RA, half TA pay",2,2017,19900,22500,0,0,22500,Microbiology ,Other,low,2600,2600
4969,University of Tennessee - Knoxville,Microbiology ,0.82,2016-2017,1st,,1,2016,17400,20000,0,0,20000,Microbiology ,Other,low,2600,2600
4970,Colorado State University (CSU),Ecosystem Science & Sustainability,1.11,2016-2017,3rd,,3,2016,25000,28000,0,0,28000,Ecosystem Science & Sustainability,Other,low,3000,3000
4971,University of Wisconsin - Madison (UW),Agroecology,0.88,2016-2017,2nd,,2,2016,20200,22000,0,0,22000,Agroecology,Other,low,1800,1800
4972,University of Texas - Austin (UT),Mechanical Engineering,1.58,2017-2018,1st,,1,2017,36000,36000,0,0,36000,Engineering,Engineering,low,0,0
4973,University of Colorado - Denver (UCD),Immunology and Microbiology,1.34,2017-2018,2nd,,2,2017,30000,30000,0,0,30000,Immunology and Microbiology,Other,low,0,0
4976,University of Wisconsin - Madison (UW),Population Health Science,1.01,2016-2017,4th,I have a T32 fellowship so this amount is set by the NIH,4,2016,23032,23032,0,0,23032,Population Health Science,Other,low,0,0
4977,University of Kentucky (UK),Pharmacology & Nutritional Sciences,1.22,2016-2017,6th and up,,6,2016,25000,25000,0,0,25000,Pharmacology & Nutritional Sciences,Other,low,0,0
4978,Stanford University (SU),Earth System Science,1.29,2015-2016,5th,,5,2015,37000,37000,0,0,37000,Earth System Science,Other,low,0,0
4979,Louisiana State University - Baton Rouge,Oceanography and Coastal Sciences ,1.01,2017-2018,3rd,,3,2017,22000,24000,0,0,24000,Oceanography and Coastal Sciences ,Other,low,2000,2000
4980,Duke University (DU),Psychology and neuroscience,1.53,2017-2018,2nd,Nsf grfp,2,2017,34000,34000,0,0,34000,Psychology and neuroscience,Other,low,0,0
4982,Louisiana State University - Baton Rouge,Biological Sciences,0.85,2017-2018,4th,No health insurance ,4,2017,18500,22000,0,0,22000,Biology,Biology,low,3500,3500
4984,Michigan State University (MSU),Fisheries and Wildlife ,1.36,2017-2018,2nd,,2,2017,27960,0,21000,7000,28000,Fisheries and Wildlife ,Other,high,40,40
4985,University of Cincinnati (UC),Cancer and Cell Biology,1.5,2017-2018,4th,,4,2017,29000,29000,0,0,29000,Cancer and Cell Biology,Other,low,0,0
4986,Indiana University,Applied Health Science,0.6,2016-2017,3rd,,3,2016,13000,0,12000,1000,13000,Applied Health Science,Other,high,0,0
4988,Indiana University,Intelligent Systems Engineering,1.06,2016-2017,1st,,1,2016,22800,0,21000,3000,24000,Intelligent Systems Engineering,Other,high,1200,1200
4990,Carnegie Mellon University (CMU),School of Computer Science,1.61,2016-2017,1st,,1,2016,33372,33372,0,0,33372,School of Computer Science,Other,low,0,0
4991,Indiana University,Applied Health Sciences - Health Behavior,0.49,2017-2018,2nd,"It is divided in 10 payments, but state taxes are 7%.",2,2017,10482,0,10482,0,10482,Applied Health Sciences - Health Behavior,Other,high,0,0
4992,Indiana University,Applied Health Sciences - Health Behavior,0.47,2016-2017,1st,"It is divided in 10 payments, but state taxes are 7%.",1,2016,10049,0,10049,0,10049,Applied Health Sciences - Health Behavior,Other,high,0,0
4993,Harvard University (HU),African American Studies,1.21,2017-2018,1st,,1,2017,34632,0,28860,5772,34632,African American Studies,Other,high,0,0
4994,University of Chicago (UC),Neurology,2.0,2016-2017,5th,,5,2016,48420,53220,0,0,53220,Neurology,Other,low,4800,4800
4995,Duke University (DU),CMB,1.37,2016-2017,1st,,1,2016,30550,30550,0,0,30550,CMB,Other,low,0,0
4999,Mount Sinai School of Medicine,Neuroscience,1.14,2017-2018,1st,,1,2017,34000,34000,0,0,34000,Medical,Medical,low,0,0
5000,Indiana University,Folklore and Ethnomusicology,0.67,2015-2016,4th,"Did include health insurance but the fees were brutal. These are based on the amount of credits one is enrolled in and many other factors. They also have it as a ""10"" month salary system which is really equivalent to 9 months.",4,2015,14500,0,15500,0,15500,Folklore and Ethnomusicology,Other,high,1000,1000
5002,Duke University (DU),Molecular Genetics and Microbiology ,1.35,2016-2017,6th and up,,6,2016,30000,30000,0,0,30000,Molecular Genetics and Microbiology ,Other,low,0,0
5003,Indiana University,Computer Science,0.86,2017-2018,2nd,,2,2017,18472,0,19150,0,19150,MathematicsAndComputer Science,MathematicsAndComputer Science,high,678,678
5004,University of Pennsylvania,Genetics ,2.07,2017-2018,1st,,1,2017,50000,50000,0,0,50000,Genetics ,Other,low,0,0
5005,University of Kentucky (UK),Geography ,0.71,2017-2018,3rd,,3,2017,14500,0,15000,0,15000,Geography ,Other,high,500,500
5006,University of Kentucky (UK),Biochemistry,1.22,2017-2018,5th,,5,2017,25000,25000,0,0,25000,Chemistry,Chemistry,low,0,0
5007,Boston University (BU),Earth and environment,1.12,2017-2018,1st,,1,2017,32000,32000,0,0,32000,Earth and environment,Other,low,0,0
5008,Duke University (DU),University Program in Genetics and Genomics,1.41,2017-2018,2nd,"Health care and all fees paid for, including gym",2,2017,31300,31300,0,0,31300,University Program in Genetics and Genomics,Other,low,0,0
5010,University of Wisconsin - Madison (UW),Atmospheric and Oceanic SCiences,1.14,2017-2018,1st,,1,2017,26082,26712,0,0,26712,Atmospheric and Oceanic SCiences,Other,low,630,630
5014,Rutgers the State University of New Jersey - New Brunswick,History ,0.77,2016-2017,5th,,5,2016,19800,0,21000,0,21000,HistPolSoc,HistPolSoc,high,1200,1200
5015,Duke University (DU),Ecology,1.24,2017-2018,3rd,,3,2017,27500,27500,0,0,27500,Geography,Geography,low,0,0
5016,Georgetown University,Neurology,1.56,2017-2018,1st,,1,2017,48000,48000,0,0,48000,Neurology,Other,low,0,0
5017,University of Massachusetts - Amherst (UMass),Plant Biology,1.05,2017-2018,1st,,1,2017,24000,25000,0,0,25000,Plant Biology,Other,low,1000,1000
5018,University of California - San Francisco (UCSF),Biophysics,1.24,2016-2017,5th,,5,2016,37000,37000,0,0,37000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0
5019,Duke University (DU),Chemistry,1.33,2017-2018,3rd,,3,2017,29500,29500,0,0,29500,Chemistry,Chemistry,low,0,0
5020,Baylor College of Medicine,Developmental Biology/ MD-PhD,1.42,2017-2018,3rd,,3,2017,31000,31000,0,0,31000,Developmental Biology/ MD-PhD,Other,low,0,0
5022,Duke University (DU),Biochemistry ,1.39,2017-2018,4th,,4,2017,31000,32000,0,0,32000,Chemistry,Chemistry,low,1000,1000
5023,University of Michigan - Ann Arbor (UM),Computational Medicine and Bioinformatics,1.08,2017-2018,3rd,,3,2017,25000,25000,0,0,25000,Computational Medicine and Bioinformatics,Other,low,0,0
5024,Lehigh University,Psychology,1.52,2017-2018,1st,Comes from a fellowship from the us dept of ed given to lehigh called the GAANN ,1,2017,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0
5027,University of Georgia (UGA),Microbiology,1.1,2016-2017,3rd,"Student healthcare, not including dental or mental health, costs $1228.00 and has since increased. Fees reflect the minimum fees for registering for researching credits. Fees increase once you include coursework.",3,2016,23334,25000,0,0,25000,Biology,Biology,low,1666,1666
